issuer_name,cusip,isin,figi,meeting_date,date_parsed_w_certainty,vote_description,other_vote_description,vote_source,management_recommendation,how_voted,shares_voted,total_shares_voted,shares_on_loan,vote_manager,vote_series,vote_other_info,accession,date_recorded,order_recorded,filer_cik,filer_name,fund_id,fund_id_type
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of directors: Alex Gorsky,,ISSUER,FOR,FOR,6800.0,6800.0,0.0,,S000038959,,0000770200-24-000019,2024-09-18,5,0000770200,Midas Series Trust,S000038959,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of directors: Mellody Hobson,,ISSUER,FOR,FOR,6800.0,6800.0,0.0,,S000038959,,0000770200-24-000019,2024-09-18,6,0000770200,Midas Series Trust,S000038959,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of directors: Phebe N. Novakovic,,ISSUER,FOR,FOR,6800.0,6800.0,0.0,,S000038959,,0000770200-24-000019,2024-09-18,7,0000770200,Midas Series Trust,S000038959,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of directors: Virgina M. Rometty,,ISSUER,FOR,FOR,6800.0,6800.0,0.0,,S000038959,,0000770200-24-000019,2024-09-18,8,0000770200,Midas Series Trust,S000038959,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of directors: Mark A. Weinberger,,ISSUER,FOR,FOR,6800.0,6800.0,0.0,,S000038959,,0000770200-24-000019,2024-09-18,9,0000770200,Midas Series Trust,S000038959,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,FOR,FOR,6800.0,6800.0,0.0,,S000038959,,0000770200-24-000019,2024-09-18,10,0000770200,Midas Series Trust,S000038959,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,"Approval of amended and restated long-term incentive plan effective May 21, 2024",,ISSUER,FOR,FOR,6800.0,6800.0,0.0,,S000038959,,0000770200-24-000019,2024-09-18,11,0000770200,Midas Series Trust,S000038959,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Ratification of independent registered public accounting firm,,ISSUER,FOR,FOR,6800.0,6800.0,0.0,,S000038959,,0000770200-24-000019,2024-09-18,12,0000770200,Midas Series Trust,S000038959,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Independent board chairman,,SECURITY HOLDER,AGAINST,FOR,6800.0,6800.0,0.0,,S000038959,,0000770200-24-000019,2024-09-18,13,0000770200,Midas Series Trust,S000038959,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Humanitarian risks due to climate change policies,,SECURITY HOLDER,FOR,AGAINST,6800.0,6800.0,0.0,,S000038959,,0000770200-24-000019,2024-09-18,14,0000770200,Midas Series Trust,S000038959,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Indigenous peoples' rights indicators,,SECURITY HOLDER,AGAINST,FOR,6800.0,6800.0,0.0,,S000038959,,0000770200-24-000019,2024-09-18,15,0000770200,Midas Series Trust,S000038959,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Proxy voting alignment,,SECURITY HOLDER,FOR,AGAINST,6800.0,6800.0,0.0,,S000038959,,0000770200-24-000019,2024-09-18,16,0000770200,Midas Series Trust,S000038959,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Report on due diligence in conflict-affected and high-risk areas,,SECURITY HOLDER,FOR,AGAINST,6800.0,6800.0,0.0,,S000038959,,0000770200-24-000019,2024-09-18,17,0000770200,Midas Series Trust,S000038959,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Shareholder opportunity to vote on excessive golden parachutes,,SECURITY HOLDER,AGAINST,FOR,6800.0,6800.0,0.0,,S000038959,,0000770200-24-000019,2024-09-18,18,0000770200,Midas Series Trust,S000038959,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Report on respecting workforce civil liberties,,SECURITY HOLDER,FOR,AGAINST,6800.0,6800.0,0.0,,S000038959,,0000770200-24-000019,2024-09-18,19,0000770200,Midas Series Trust,S000038959,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,ADVISORY RESOLUTION TO APPROVE EXECUTIVE COMPENSATION,,ISSUER,FOR,FOR,484.0,484.0,0.0,,,,0000778963-24-000005,2024-09-18,0,0000778963,AUGUSTINE ASSET MANAGEMENT INC,0000778963,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,ADVISORY RESOLUTION TO APPROVE EXECUTIVE COMPENSATION,,ISSUER,FOR,FOR,220.0,220.0,0.0,,,,0000778963-24-000005,2024-09-18,0,0000778963,AUGUSTINE ASSET MANAGEMENT INC,0000778963,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,ADVISORY RESOLUTION TO APPROVE EXECUTIVE COMPENSATION,,ISSUER,FOR,FOR,4506.0,4506.0,0.0,,,,0000778963-24-000005,2024-09-18,0,0000778963,AUGUSTINE ASSET MANAGEMENT INC,0000778963,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,ADVISORY RESOLUTION TO APPROVE EXECUTIVE COMPENSATION,,ISSUER,FOR,FOR,7368.0,7368.0,0.0,,,,0000778963-24-000005,2024-09-18,0,0000778963,AUGUSTINE ASSET MANAGEMENT INC,0000778963,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,ADVISORY RESOLUTION TO APPROVE EXECUTIVE COMPENSATION,,ISSUER,FOR,FOR,4262.0,4262.0,0.0,,,,0000778963-24-000005,2024-09-18,0,0000778963,AUGUSTINE ASSET MANAGEMENT INC,0000778963,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,ADVISORY RESOLUTION TO APPROVE EXECUTIVE COMPENSATION,,ISSUER,FOR,FOR,212.0,212.0,0.0,,,,0000778963-24-000005,2024-09-18,0,0000778963,AUGUSTINE ASSET MANAGEMENT INC,0000778963,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,ADVISORY RESOLUTION TO APPROVE EXECUTIVE COMPENSATION,,ISSUER,FOR,FOR,1269.0,1269.0,0.0,,,,0000778963-24-000005,2024-09-18,0,0000778963,AUGUSTINE ASSET MANAGEMENT INC,0000778963,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,ADVISORY RESOLUTION TO APPROVE EXECUTIVE COMPENSATION,,ISSUER,FOR,FOR,2019.0,2019.0,0.0,,,,0000778963-24-000005,2024-09-18,0,0000778963,AUGUSTINE ASSET MANAGEMENT INC,0000778963,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,ADVISORY RESOLUTION TO APPROVE EXECUTIVE COMPENSATION,,ISSUER,FOR,FOR,1251.0,1251.0,0.0,,,,0000778963-24-000005,2024-09-18,0,0000778963,AUGUSTINE ASSET MANAGEMENT INC,0000778963,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,ADVISORY RESOLUTION TO APPROVE EXECUTIVE COMPENSATION,,ISSUER,FOR,FOR,10498.0,10498.0,0.0,,,,0000778963-24-000005,2024-09-18,0,0000778963,AUGUSTINE ASSET MANAGEMENT INC,0000778963,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,ADVISORY RESOLUTION TO APPROVE EXECUTIVE COMPENSATION,,ISSUER,FOR,FOR,62.0,62.0,0.0,,,,0000778963-24-000005,2024-09-18,0,0000778963,AUGUSTINE ASSET MANAGEMENT INC,0000778963,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,FOR,FOR,70549.0,70549.0,0.0,,,,0000790354-24-000007,2024-09-18,0,0000790354,CHEMUNG CANAL TRUST CO,0000790354,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,FOR,FOR,24030.0,24030.0,0.0,,,,0000814133-24-000084,2024-09-18,0,0000814133,WASATCH ADVISORS LP,0000814133,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,FOR,FOR,1345821.0,1345821.0,0.0,,,,0000820478-24-000013,2024-09-18,0,0000820478,STRS OHIO,0000820478,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,AGAINST,AGAINST,768813.0,768813.0,0.0,,,,0000829937-24-000003,2024-09-18,0,0000829937,Boston Trust Walden Co,0000829937,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,FOR,FOR,1664974.0,1664974.0,0.0,,,,0000860643-24-000006,2024-09-18,0,0000860643,GARDNER RUSSO & QUINN LLC,0000860643,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,FOR,FOR,4204.0,4204.0,0.0,,,,0000860643-24-000006,2024-09-18,0,0000860643,GARDNER RUSSO & QUINN LLC,0000860643,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,,,,35969.0,0.0,,,,0000869353-24-000006,2024-09-18,0,0000869353,"FERGUSON WELLMAN CAPITAL MANAGEMENT, INC",0000869353,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,FOR,FOR,36747.0,36747.0,0.0,,,,0000883803-24-000003,2024-09-18,0,0000883803,"GRIFFIN ASSET MANAGEMENT, INC.",0000883803,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,FOR,FOR,681.0,681.0,0.0,,,,0000884589-24-000007,2024-09-18,0,0000884589,KENNEDY CAPITAL MANAGEMENT LLC,0000884589,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,FOR,FOR,3133.0,3133.0,0.0,,,,0000887777-24-000015,2024-09-18,0,0000887777,DAVENPORT & Co LLC,0000887777,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,FOR,FOR,847899.0,847899.0,0.0,,,,0000887777-24-000015,2024-09-18,0,0000887777,DAVENPORT & Co LLC,0000887777,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,FOR,FOR,336512.4423,336512.4423,0.0,,,,0000891287-24-000010,2024-09-18,0,0000891287,DAVIS R M INC,0000891287,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,FOR,FOR,829622.0,829622.0,0.0,,,,0000897069-24-001676,2024-09-18,0,0001558481,Arizona State Retirement System,0001558481,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,FOR,FOR,186820.0,186820.0,0.0,,,,0000922439-24-000009,2024-09-18,0,0000922439,HARTFORD INVESTMENT MANAGEMENT CO,0000922439,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Shareholder Proposal Regarding Severance Approval Policy,,,AGAINST,For,113365.0,113365.0,0.0,,,,0000929638-24-002843,2024-09-18,0,0001697816,Union Investment Institutional GmbH,0001697816,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory Vote on Executive Compensation,,,AGAINST,Against,113365.0,113365.0,0.0,,,,0000929638-24-002843,2024-09-18,1,0001697816,Union Investment Institutional GmbH,0001697816,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Amendment to the Long-Term Incentive Plan,,,AGAINST,Against,113365.0,113365.0,0.0,,,,0000929638-24-002843,2024-09-18,2,0001697816,Union Investment Institutional GmbH,0001697816,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Shareholder Proposal Regarding Severance Approval Policy,,,AGAINST,For,11273429.0,11273429.0,0.0,,,,0000929638-24-002845,2024-09-18,0,0001697619,Union Investment Privatfonds GmbH,0001697619,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory Vote on Executive Compensation,,,AGAINST,Against,11273429.0,11273429.0,0.0,,,,0000929638-24-002845,2024-09-18,1,0001697619,Union Investment Privatfonds GmbH,0001697619,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Amendment to the Long-Term Incentive Plan,,,AGAINST,Against,11273429.0,11273429.0,0.0,,,,0000929638-24-002845,2024-09-18,2,0001697619,Union Investment Privatfonds GmbH,0001697619,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: Linda B. Bammann,,ISSUER,FOR,FOR,12400.0,12400.0,0.0,,S000038540,,0000930413-24-002328,2024-09-18,0,0001320615,Mercer Funds,S000038540,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: Stephen B. Burke,,ISSUER,FOR,FOR,12400.0,12400.0,0.0,,S000038540,,0000930413-24-002328,2024-09-18,1,0001320615,Mercer Funds,S000038540,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: Todd A. Combs,,ISSUER,FOR,FOR,12400.0,12400.0,0.0,,S000038540,,0000930413-24-002328,2024-09-18,2,0001320615,Mercer Funds,S000038540,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: Alicia Boler Davis,,ISSUER,FOR,FOR,12400.0,12400.0,0.0,,S000038540,,0000930413-24-002328,2024-09-18,3,0001320615,Mercer Funds,S000038540,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: James Dimon,,ISSUER,FOR,FOR,12400.0,12400.0,0.0,,S000038540,,0000930413-24-002328,2024-09-18,4,0001320615,Mercer Funds,S000038540,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: Alex Gorsky,,ISSUER,FOR,FOR,12400.0,12400.0,0.0,,S000038540,,0000930413-24-002328,2024-09-18,5,0001320615,Mercer Funds,S000038540,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: Mellody Hobson,,ISSUER,FOR,FOR,12400.0,12400.0,0.0,,S000038540,,0000930413-24-002328,2024-09-18,6,0001320615,Mercer Funds,S000038540,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: Phebe N. Novakovic,,ISSUER,FOR,FOR,12400.0,12400.0,0.0,,S000038540,,0000930413-24-002328,2024-09-18,7,0001320615,Mercer Funds,S000038540,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: Virginia M. Rometty,,ISSUER,FOR,FOR,12400.0,12400.0,0.0,,S000038540,,0000930413-24-002328,2024-09-18,8,0001320615,Mercer Funds,S000038540,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: Mark A. Weinberger,,ISSUER,FOR,FOR,12400.0,12400.0,0.0,,S000038540,,0000930413-24-002328,2024-09-18,9,0001320615,Mercer Funds,S000038540,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,FOR,FOR,12400.0,12400.0,0.0,,S000038540,,0000930413-24-002328,2024-09-18,10,0001320615,Mercer Funds,S000038540,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,"Approval of amended and restated long-term incentive plan effective May 21, 2024",,ISSUER,FOR,FOR,12400.0,12400.0,0.0,,S000038540,,0000930413-24-002328,2024-09-18,11,0001320615,Mercer Funds,S000038540,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Ratification of independent registered public accounting firm,,ISSUER,FOR,FOR,12400.0,12400.0,0.0,,S000038540,,0000930413-24-002328,2024-09-18,12,0001320615,Mercer Funds,S000038540,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Independent board chairman,,SECURITY HOLDER,AGAINST,FOR,12400.0,12400.0,0.0,,S000038540,,0000930413-24-002328,2024-09-18,13,0001320615,Mercer Funds,S000038540,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Humanitarian risks due to climate change policies,,SECURITY HOLDER,FOR,AGAINST,12400.0,12400.0,0.0,,S000038540,,0000930413-24-002328,2024-09-18,14,0001320615,Mercer Funds,S000038540,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Indigenous peoples rights indicators,,SECURITY HOLDER,AGAINST,FOR,12400.0,12400.0,0.0,,S000038540,,0000930413-24-002328,2024-09-18,15,0001320615,Mercer Funds,S000038540,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Proxy voting alignment,,SECURITY HOLDER,FOR,AGAINST,12400.0,12400.0,0.0,,S000038540,,0000930413-24-002328,2024-09-18,16,0001320615,Mercer Funds,S000038540,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Report on due diligence in conflict-affected and high-risk areas,,SECURITY HOLDER,FOR,AGAINST,12400.0,12400.0,0.0,,S000038540,,0000930413-24-002328,2024-09-18,17,0001320615,Mercer Funds,S000038540,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Shareholder opportunity to vote on excessive golden parachutes,,SECURITY HOLDER,AGAINST,FOR,12400.0,12400.0,0.0,,S000038540,,0000930413-24-002328,2024-09-18,18,0001320615,Mercer Funds,S000038540,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Report on respecting workforce civil liberties,,SECURITY HOLDER,FOR,AGAINST,12400.0,12400.0,0.0,,S000038540,,0000930413-24-002328,2024-09-18,19,0001320615,Mercer Funds,S000038540,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,AGAINST,AGAINST,50594.0,50594.0,0.0,,,,0000932974-24-000004,2024-09-18,0,0000932974,LORING WOLCOTT & COOLIDGE FIDUCIARY ADVISORS LLP/MA,0000932974,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,FOR,FOR,12372.0,12372.0,0.0,,,,0000934866-24-000009,2024-09-18,0,0000934866,PEOPLES BANK /OH,0000934866,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,,,,0.0,0.0,,,,0000936941-24-000003,2024-09-18,0,0000936941,MOODY ALDRICH PARTNERS LLC,0000936941,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,FOR,FOR,88735.0,88735.0,0.0,,,,0000936944-24-000005,2024-09-18,0,0000936944,MARTINGALE ASSET MANAGEMENT L P,0000936944,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,AGAINST,AGAINST,914623.0,914623.0,0.0,,,,0000937615-24-000010,2024-09-18,0,0000937615,"NISA INVESTMENT ADVISORS, LLC",0000937615,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,AGAINST,AGAINST,3218096.0,3218096.0,0.0,,,,0000938076-24-000010,2024-09-18,0,0000938076,STATE BOARD OF ADMINISTRATION OF FLORIDA RETIREMENT SYSTEM,0000938076,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,FOR,FOR,8777.0,8777.0,0.0,,,,0000941519-24-000006,2024-09-18,0,0000941519,STEPH & CO,0000941519,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,FOR,FOR,159534.0,159534.0,0.0,,,,0000949623-24-000011,2024-09-18,0,0000949623,FINANCIAL COUNSELORS INC,0000949623,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,FOR,FOR,56186.0,56186.0,0.0,,,,0001006435-24-000010,2024-09-18,0,0001006435,PIONEER TRUST BANK N A/OR,0001006435,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,FOR,FOR,1461453.0,1461453.0,0.0,,,,0001007280-24-000007,2024-09-18,0,0001007280,PUBLIC EMPLOYEES RETIREMENT SYSTEM OF OHIO,0001007280,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,FOR,FOR,76691.0,76691.0,0.0,,,,0001008322-24-000013,2024-09-18,0,0001008322,THOMPSON SIEGEL & WALMSLEY LLC,0001008322,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,FOR,FOR,99292.0,99292.0,0.0,,,,0001008937-24-000005,2024-09-18,0,0001008937,TRUST CO OF TOLEDO NA /OH/,0001008937,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,,,,0.0,0.0,,,,0001009262-24-000002,2024-09-18,0,0001009262,"TRAN CAPITAL MANAGEMENT, L.P.",0001009262,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-20,1,Shareholder opportunity to vote on excessive golden parachutes,,SECURITY HOLDER,AGAINST,AGAINST,4246.0,4246.0,0.0,,,,0001013762-24-002921,2024-09-18,0,0001049662,GRIES FINANCIAL LLC,0001049662,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,FOR,FOR,1078.0,1078.0,0.0,,,,0001016972-24-000008,2024-09-18,0,0001016972,ARCADIA INVESTMENT MANAGEMENT CORP/MI,0001016972,filer_cik
